Name,Team,Position,Status,Age,PitchingTeamId,OriginalSalary,AdjustedSalary,AuctionSalary,W,QS,ERA,WHIP,G,SV,HLD,SVH,IP,SO,K/9,BB/9,BABIP,FIP
John Brebbia,DET,RP,FA,34,,-8.472710224,-10.5763605,,3,0,4.14208,1.25956,57,0,9,9,57,61,9.70249,2.95324,0.294831,4.00916
Patrick Sandoval,BOS,SP,FA,28,,1,1,,1,1,3.82189,1.34205,8,0,1,1,15,14,8.72013,3.55896,0.304144,3.76552
James McArthur,KC,RP,FA,28,,1,1,,2,0,4.04379,1.30844,31,0,1,1,31,28,8.07924,2.91185,0.299941,3.98825
Paul Blackburn,NYM,SP,FA,31,,-21.4452906,-26.42982414,,7,6,4.38909,1.3399,46,0,1,1,115,94,7.3739,2.87016,0.294212,4.33923
Justin Lawrence,PIT,RP,FA,30,,-18.40656076,-22.71626896,,4,0,4.39373,1.43962,66,0,8,8,66,60,8.18308,4.27738,0.302803,4.27821
Carlos Carrasco,NYY,SP,FA,37,,1,1,,1,1,4.64368,1.39695,17,0,1,1,23,20,7.69958,2.89534,0.303409,4.64515
Angel Zerpa,KC,SP,FA,25,,-8.602712733,-10.73523329,,3,0,3.86681,1.31669,59,0,12,12,59,51,7.74259,3.03725,0.29916,3.94978
Emilio Pagan,CIN,RP,FA,33,,-8.788347162,-10.96209245,,4,0,4.51807,1.25805,64,3,12,15,64,65,9.17037,2.92029,0.287478,4.5248
Dillon Tate,(N/A),RP,FA,30,,1,1,,1,0,4.19345,1.31146,33,0,0,0,33,25,6.73505,2.88993,0.293634,4.24068
Zack Kelly,BOS,RP,FA,30,,1,1,,2,0,4.25512,1.38537,26,0,1,1,26,27,9.43742,4.36015,0.299136,4.22422
Zebby Matthews,MIN,SP,FA,24,,-7.993550494,-9.990791469,,5,5,4.02934,1.21169,39,0,1,1,87,80,8.25038,1.8677,0.296221,3.93257
Sam Moll,CIN,RP,FA,33,,-9.872596206,-12.28712589,,3,0,4.16511,1.32317,55,0,10,10,55,55,9.03584,3.81554,0.292822,4.1852
Slade Cecconi,CLE,P,FA,25,,-8.826540146,-11.00876714,,3,1,4.19637,1.20504,42,0,1,1,57,51,8.10417,2.06721,0.28862,4.1302
Josh Sborz,TEX,RP,FA,31,,-9.843025795,-12.25098864,,2,0,3.78683,1.27326,38,3,1,4,38,42,9.83591,3.52387,0.295,3.60044
Brendon Little,TOR,RP,FA,28,,-12.02291274,-14.91497356,,3,0,3.85959,1.39115,56,0,10,10,56,48,7.76388,4.01066,0.294594,4.09457
Seth Martinez,SEA,RP,FA,30,,1,1,,1,0,4.0749,1.33587,17,0,1,1,17,14,7.59027,3.39249,0.287419,4.37396
Gregory Santos,SEA,RP,FA,25,,6.807428348,8.097111868,,3,0,2.94792,1.19523,62,5,13,18,62,67,9.74423,2.92702,0.298076,2.98485
Brennan Bernardino,BOS,RP,FA,33,,-11.73257931,-14.56016438,,3,0,3.95346,1.32645,52,0,4,4,52,52,8.97369,3.51163,0.303519,3.97792
Evan Reifert,WSH,RP,FA,25,,-18.02535105,-22.25040218,,2,0,4.49383,1.40704,52,0,6,6,52,55,9.50268,4.74182,0.288467,4.58513
J.P. France,HOU,SP,FA,29,,1,1,,2,1,4.31799,1.37193,23,0,1,1,30,27,8.11312,3.4487,0.293956,4.43265
Carmen Mlodzinski,PIT,P,FA,26,,-10.17940486,-12.66206902,,4,0,4.06686,1.3511,61,1,12,13,61,54,8.00003,3.53364,0.295701,4.09864
Cristian Javier,HOU,SP,FA,27,,1,1,,1,0,4.03851,1.24082,17,0,1,1,17,18,9.38884,3.38432,0.277198,4.29576
Jack Kochanowicz,LAA,SP,FA,24,,-31.73900556,-39.00951385,,5,6,4.78995,1.39688,29,0,1,1,97,54,5.03445,2.45755,0.297436,4.85318
Landon Knack,LAD,SP,FA,27,,-12.27358139,-15.2213094,,2,1,4.25014,1.25252,37,0,1,1,43,42,8.7921,2.83897,0.28539,4.2653
Wandy Peralta,SD,RP,FA,33,,-11.96355484,-14.84243376,,3,0,3.88182,1.3337,52,0,4,4,52,44,7.69411,3.7711,0.28626,4.30525
Brock Burke,LAA,RP,FA,28,,-4.355442005,-5.544750746,,3,0,3.84889,1.27311,66,1,16,17,66,66,9.00644,3.13995,0.292664,3.93675
Kyle Leahy,STL,P,FA,27,,-15.13693755,-18.72054482,,3,0,4.27144,1.37423,56,0,10,10,56,44,7.00483,3.26813,0.294598,4.37726
Lucas Sims,WSH,RP,FA,30,,-15.40177427,-19.0441951,,3,0,4.48533,1.3908,58,1,11,12,58,60,9.30003,4.81271,0.283329,4.67932
Dakota Hudson,LAA,SP,FA,30,,1,1,,1,0,4.80277,1.4753,21,0,1,1,21,14,6.01548,3.59654,0.299945,4.75921
James Karinchak,CHW,RP,FA,29,,-14.76123712,-18.26141078,,2,0,4.28122,1.36262,37,0,1,1,37,45,10.8889,4.86494,0.28601,4.28815
Jesus Tinoco,MIA,RP,FA,29,,-4.859731771,-6.161030563,,3,0,3.81978,1.293,64,6,10,16,64,64,9.03263,3.44312,0.296132,3.81226
Matt Moore,BOS,RP,FA,35,,1,1,,2,0,4.60293,1.42619,28,0,1,1,28,26,8.3816,4.11802,0.293752,4.75943
Shawn Dubin,HOU,RP,FA,29,,1,1,,1,0,3.99285,1.3748,33,0,1,1,33,34,9.31009,4.22277,0.297237,3.99729
Keaton Winn,SF,SP,FA,27,,-10.6834904,-13.27809925,,2,0,3.94155,1.23872,42,0,1,1,42,39,8.31864,2.60929,0.295104,3.74384
Gabe Speier,SEA,RP,FA,29,,-2.257030092,-2.980334415,,3,0,3.57172,1.21307,58,0,10,10,58,61,9.48046,2.99769,0.291122,3.68962
Steven Matz,STL,SP,FA,33,,-13.83582072,-17.13048272,,6,8,4.00889,1.30266,42,0,1,1,116,102,7.91959,2.73107,0.298168,4.03133
Grant Wolfram,MIL,RP,FA,28,,1,1,,1,0,4.36228,1.41032,18,0,1,1,18,17,8.59976,4.19462,0.290618,4.47553
Danny Coulombe,MIN,RP,FA,35,,-5.057095762,-6.402224124,,3,0,3.48479,1.20589,51,0,4,4,51,52,9.16861,2.74911,0.295226,3.58529
Tommy Kahnle,DET,RP,FA,35,,-7.379497814,-9.24037316,,2,0,3.77709,1.2941,58,2,10,12,58,59,9.20228,3.92719,0.287444,3.94274
Hayden Wesneski,HOU,SP,FA,27,,-15.29219126,-18.91027647,,6,5,4.34316,1.28563,49,0,1,1,106,98,8.36527,2.98148,0.288749,4.39112
Tayler Saucedo,SEA,RP,FA,31,,-8.017183687,-10.019673,,3,0,3.78316,1.31728,61,0,12,12,61,58,8.60539,3.82377,0.288784,4.0406
Jose Suarez,LAA,RP,FA,27,,-12.3078445,-15.26318148,,3,1,4.19055,1.30804,62,0,10,10,69,67,8.73487,3.2418,0.294213,4.16342
Giovanny Gallegos,LAD,RP,FA,33,,1,1,,2,0,4.56768,1.30919,28,0,1,1,28,27,8.80193,3.18663,0.28749,4.47451
Tim Mayza,PIT,RP,FA,33,,-17.91624824,-22.11707039,,2,0,4.07118,1.39991,55,0,4,4,55,41,6.78343,3.15347,0.305309,4.15253
Collin Snider,SEA,RP,FA,29,,-10.90334993,-13.54678405,,4,0,4.1272,1.37019,65,3,12,15,65,60,8.25432,3.8189,0.290974,4.26201
Will Smith,(N/A),RP,FA,35,,1,1,,1,0,4.65662,1.35893,30,0,0,0,30,26,7.78685,3.37363,0.290183,4.64711
Joe Boyle,TB,P,FA,25,,-19.54654738,-24.10941789,,3,2,4.28638,1.46119,41,0,1,1,59,69,10.4978,5.76328,0.288848,4.37927
Joey Wentz,PIT,RP,FA,27,,-13.51068513,-16.73314271,,3,0,4.25861,1.36793,57,1,9,10,57,56,8.89542,3.72414,0.29732,4.17398
Luke Jackson,TEX,RP,FA,33,,-10.38465502,-12.91290006,,3,0,3.95823,1.35847,55,0,10,10,55,58,9.56174,4.02158,0.299422,4.06237
Jake Bird,COL,RP,FA,29,,-21.04723822,-25.94337436,,2,0,4.60576,1.44534,61,1,10,11,61,52,7.63818,3.75599,0.307595,4.47926
Cam Booser,CHW,RP,FA,32,,-13.96164319,-17.2842472,,3,0,4.32186,1.36291,60,0,11,11,60,61,9.14255,3.74058,0.294842,4.3616
Bobby Miller,LAD,SP,FA,25,,-10.09786777,-12.5624246,,3,1,4.0292,1.25105,42,0,1,1,49,47,8.76387,3.06013,0.289787,3.94174
Sam Long,KC,RP,FA,29,,-14.04712373,-17.3887108,,3,0,4.30056,1.37308,56,0,10,10,56,49,7.94226,3.61055,0.293169,4.36219
Caleb Ferguson,PIT,RP,FA,28,,-4.078563022,-5.206383917,,3,0,3.4429,1.2957,60,1,11,12,60,63,9.47843,3.61395,0.302426,3.44472
Bryce Jarvis,ARI,SP,FA,27,,-21.35128418,-26.31494127,,2,0,4.4286,1.4486,48,0,1,1,48,38,7.11328,4.05234,0.295427,4.57602
Justin Wilson,BOS,RP,FA,37,,-11.96990826,-14.85019811,,3,0,4.14982,1.34469,58,0,10,10,58,60,9.26155,3.12165,0.306202,4.00179
Michel Otanez,ATH,RP,FA,27,,-6.658522101,-8.359286906,,4,0,3.83219,1.35616,61,0,13,13,61,75,11.0474,4.99274,0.291947,3.92561
Joe Ross,PHI,SP,FA,31,,-16.99406798,-20.99009712,,3,1,4.37316,1.35062,56,0,6,6,63,55,7.90631,3.29052,0.293732,4.37823
Taijuan Walker,PHI,SP,FA,32,,-23.65257638,-29.12729249,,3,1,4.81058,1.38264,51,0,1,1,66,48,6.5877,3.08571,0.288391,4.89606
Chase Silseth,LAA,SP,FA,24,,-14.66012204,-18.13784059,,3,1,4.17069,1.3247,48,0,1,1,54,52,8.7377,3.47616,0.293898,4.27271
Steven Wilson,CHW,RP,FA,30,,1,1,,1,0,5.05593,1.44369,32,0,1,1,32,31,8.79619,4.6687,0.281572,5.26477
Justin Topa,MIN,RP,FA,33,,-11.84346901,-14.69567989,,3,0,3.86441,1.31453,50,0,1,1,50,43,7.76203,3.04598,0.303305,3.80306
Alex Lange,DET,RP,FA,29,,-10.6918709,-13.28834086,,3,0,3.71044,1.35005,39,0,1,1,39,45,10.2852,4.82654,0.291753,3.71142
Angel Chivilli,COL,RP,FA,22,,-19.01265911,-23.45696649,,3,0,4.765,1.38822,53,0,6,6,53,48,8.16987,3.36433,0.301667,4.67904
Scott Effross,NYY,RP,FA,31,,1,1,,2,0,4.0019,1.26262,26,0,1,1,26,22,7.52416,2.6864,0.288757,4.00627
Richard Lovelady,TOR,RP,FA,29,,1,1,,3,0,3.75658,1.23782,32,0,1,1,32,29,8.03461,2.63063,0.291654,3.79105
Stephen Kolek,SD,P,FA,27,,-15.68745153,-19.39331407,,3,1,4.23875,1.35472,31,0,1,1,47,38,7.28694,3.31531,0.294556,4.28813
Daniel Lynch,KC,RP,FA,28,,-15.86825031,-19.61426372,,3,1,4.30202,1.32789,52,0,4,4,59,48,7.26576,2.7006,0.298259,4.24098
Keegan Thompson,CHC,RP,FA,29,,-8.466976843,-10.56935388,,4,0,4.05668,1.32006,66,0,13,13,66,68,9.206,4.01936,0.285122,4.22019
Caleb Thielbar,CHC,RP,FA,38,,-3.977549388,-5.0829377,,3,0,3.71103,1.23782,56,0,10,10,56,61,9.80962,3.20657,0.289484,3.71902
Scott Alexander,COL,RP,FA,35,,-13.92070802,-17.23422135,,3,0,4.11863,1.36287,56,0,9,9,56,42,6.82588,2.95871,0.30638,4.09055
Steven Okert,HOU,RP,FA,33,,1,1,,1,0,4.17838,1.29462,26,0,1,1,26,28,9.55945,3.77431,0.282731,4.47078
Cooper Criswell,BOS,RP,FA,28,,1,1,,2,1,4.43405,1.33575,23,0,1,1,30,22,6.83024,2.4537,0.305644,4.21939
Hunter Stratton,PIT,RP,FA,28,,1,1,,1,0,4.10955,1.32387,15,0,1,1,15,14,8.53862,3.48365,0.295233,4.06802
Carson Spiers,CIN,RP,FA,27,,-20.16469299,-24.86483806,,2,1,4.88551,1.36801,38,0,1,1,46,40,7.88496,2.95882,0.297418,4.77839
Ian Anderson,ATL,SP,FA,26,,-21.37737357,-26.34682445,,5,7,4.25919,1.4059,24,0,1,1,92,79,7.76446,3.65945,0.300378,4.25858
Julian Merryweather,CHC,RP,FA,33,,-8.146740788,-10.17800147,,3,0,3.74435,1.279,52,0,4,4,52,58,10.052,3.68626,0.291781,3.73363
Austin Adams,BOS,RP,FA,33,,1,1,,1,0,4.53856,1.37587,24,0,1,1,24,29,10.7294,4.85452,0.297141,4.56422
Elvin Rodriguez,MIL,RP,FA,26,,1,1,,1,0,4.24773,1.28219,25,0,1,1,25,23,8.3434,2.89937,0.28623,4.4209
Braxton Ashcraft,PIT,SP,FA,25,,-13.27415325,-16.44408305,,2,1,4.06614,1.26525,33,0,1,1,46,38,7.51042,2.22166,0.297763,3.96793
J.T. Ginn,ATH,P,FA,25,,-24.71469345,-30.425279,,4,5,4.43819,1.37309,35,0,1,1,91,67,6.63164,3.09332,0.294026,4.53242
Logan Allen,CLE,SP,FA,26,,1,1,,2,3,4.32607,1.37991,6,0,0,0,34,29,7.76713,3.43111,0.293331,4.52584
Alek Manoah,TOR,SP,FA,27,,1,1,,1,1,4.14214,1.26733,10,0,1,1,17,16,8.57989,3.283,0.282729,4.25522
Scott McGough,ARI,RP,FA,35,,1,1,,1,0,4.4775,1.44099,22,0,1,1,22,21,8.38778,4.0557,0.301832,4.45994
Kody Funderburk,MIN,RP,FA,28,,-13.83846246,-17.13371113,,2,0,3.8454,1.3237,48,0,1,1,48,48,9.04685,3.66431,0.29922,3.83664
Tanner Rainey,PIT,RP,FA,32,,-24.16627437,-29.75506985,,1,0,4.94357,1.47843,42,0,1,1,42,38,8.14099,4.5371,0.291716,4.9666
Keynan Middleton,(N/A),RP,FA,31,,1,1,,1,0,3.9726,1.32021,18,0,0,0,18,19,9.35752,3.74009,0.292798,4.11131
Penn Murfee,CHW,RP,FA,30,,-16.98816888,-20.98288798,,2,0,4.45558,1.35054,51,0,4,4,51,47,8.3557,3.48428,0.293268,4.41063
Alex Wood,(N/A),SP,FA,34,,-21.98915023,-27.09446129,,4,6,4.66589,1.38207,13,0,0,0,69,57,7.44706,3.20909,0.297645,4.6061
Noah Murdock,ATH,RP,FA,26,,-24.70474364,-30.41311958,,2,0,4.71416,1.52544,56,0,7,7,56,47,7.55429,5.01499,0.293253,4.92107
Abner Uribe,MIL,RP,FA,24,,-11.26296487,-13.98626041,,2,0,3.58771,1.33206,49,0,1,1,49,58,10.7204,5.12713,0.286307,3.80393
Chase Dollander,COL,SP,FA,23,,-34.15983319,-41.9679463,,4,7,5.06042,1.42076,18,0,0,0,95,85,8.10648,3.58325,0.299013,4.92584
Carlos Hernandez,KC,RP,FA,27,,-15.78711458,-19.51510979,,2,0,4.20957,1.34333,48,0,1,1,48,46,8.6977,3.84445,0.29186,4.072
Cody Poteet,CHC,SP,FA,30,,1,1,,1,0,3.85953,1.25441,30,0,1,1,30,28,8.33829,2.96184,0.290931,3.93825
J.T. Chargois,TEX,RP,FA,34,,1,1,,1,0,4.10368,1.31981,24,0,1,1,24,22,8.24055,3.62792,0.286822,4.37767
Luis Curvelo,TEX,RP,FA,24,,1,1,,1,0,4.70436,1.35307,22,0,1,1,22,20,8.01065,3.37824,0.287237,4.73044
Caden Dana,LAA,SP,FA,21,,-25.34401323,-31.19435484,,4,5,4.92309,1.38238,13,0,0,0,69,59,7.60761,3.39058,0.287658,4.99222
Joe Kelly,(N/A),RP,FA,36,,1,1,,2,0,3.72096,1.30224,34,0,0,0,34,40,10.5595,4.23168,0.298959,3.59883
Jake Bloss,TOR,SP,FA,23,,-19.65301698,-24.23953171,,2,2,4.73789,1.39655,19,0,1,1,37,30,7.31171,3.40609,0.288062,4.83681
Evan Sisk,KC,RP,FA,27,,-15.4029306,-19.04560822,,2,0,4.12256,1.42023,36,0,1,1,36,33,8.2519,4.31279,0.29867,4.19763
Landen Roupp,SF,SP,FA,26,,-9.925038872,-12.35121475,,4,2,3.77751,1.30559,55,0,4,4,75,74,8.81308,3.59657,0.293241,3.8179
Jake Diekman,ATL,RP,FA,38,,-17.27526978,-21.33374676,,2,0,4.31877,1.4495,40,0,1,1,40,47,10.5131,5.5649,0.291993,4.45375
Yilber Diaz,ARI,SP,FA,24,,-13.61023606,-16.85480139,,3,1,4.12306,1.36607,42,0,1,1,49,49,8.98517,3.96598,0.294236,4.2385
Kendall Graveman,ARI,RP,FA,34,,-8.750217739,-10.91549545,,4,0,3.8595,1.36126,53,0,7,7,53,52,8.78038,4.02203,0.294711,4.13518
Eduard Bazardo,SEA,RP,FA,29,,-6.891664711,-8.644204616,,3,0,3.6719,1.21854,50,0,1,1,50,50,8.9612,2.97344,0.286343,3.73335
Angel Perdomo,ATL,RP,FA,30,,-6.815385291,-8.550985459,,3,0,3.78651,1.27188,54,0,7,7,54,68,11.4127,4.3177,0.294465,3.84514
Vince Velasquez,CLE,SP,FA,32,,1,1,,1,0,4.01796,1.265,12,0,1,1,12,12,9.186,3.0123,0.290664,4.10375
Shintaro Fujinami,SEA,RP,FA,30,,1,1,,1,0,4.12682,1.38887,24,0,1,1,24,26,9.79325,4.86243,0.286349,4.23847
Mason Englert,TB,SP,FA,25,,-14.770771,-18.2730619,,2,0,4.34697,1.29291,46,0,1,1,46,41,7.94948,2.82577,0.29114,4.32978
Spencer Bivens,SF,RP,FA,30,,-16.26106884,-20.09431734,,2,0,4.31698,1.37315,40,0,1,1,40,30,6.76028,3.03049,0.296038,4.48618
Brandon Sproat,NYM,SP,FA,24,,1,1,,1,2,4.22964,1.33848,5,0,0,0,25,22,7.85016,3.36909,0.287882,4.3169
Ryan Borucki,PIT,RP,FA,30,,1,1,,1,0,4.20045,1.36957,28,0,1,1,28,28,8.92957,3.93846,0.298794,4.28304
Brady Basso,ATH,SP,FA,27,,-9.372504199,-11.67597605,,3,1,3.88517,1.22198,55,0,5,5,61,56,8.25621,2.43167,0.288872,3.9921
Chris Roycroft,STL,SP,FA,27,,-16.36691524,-20.22366956,,3,0,4.12981,1.42197,51,0,4,4,51,42,7.47168,4.05071,0.295151,4.34812
Bryan King,HOU,SP,FA,28,,-10.37980729,-12.90697578,,2,0,3.82517,1.33414,60,0,12,12,60,60,8.98446,3.83975,0.291948,4.12757
Emerson Hancock,SEA,SP,FA,25,,-20.30526164,-25.03662347,,2,2,4.65214,1.36311,18,0,1,1,46,33,6.42649,2.97177,0.283571,4.94021
Brock Stewart,MIN,RP,FA,33,,2.32044135,2.613678106,,3,0,3.14015,1.18128,56,1,9,10,56,72,11.5479,3.56171,0.294828,3.07207
Brenan Hanifee,DET,SP,FA,26,,-12.45840275,-15.44717492,,2,0,3.84115,1.26604,44,0,1,1,44,34,6.99264,2.38461,0.294304,3.8578
Hogan Harris,ATH,SP,FA,28,,-16.85468917,-20.81976579,,2,0,4.2958,1.38505,36,0,1,1,36,33,8.21036,4.0439,0.288778,4.49356
Tom Cosgrove,SD,RP,FA,28,,-16.5032956,-20.39033657,,2,0,4.27815,1.3269,46,0,1,1,46,43,8.41009,3.82529,0.281688,4.51288
Tommy Nance,TOR,RP,FA,33,,-12.79697898,-15.8609404,,3,0,4.15947,1.3315,54,0,7,7,54,48,8.01513,3.20883,0.295023,4.25663
Luarbert Arias,MIA,RP,FA,24,,-16.58337497,-20.48819954,,3,0,4.58797,1.36286,44,0,1,1,44,39,8.00943,3.4307,0.289712,4.70211
Jaden Hill,COL,SP,FA,25,,-21.61683436,-26.63946345,,2,0,5.00782,1.44553,42,0,1,1,42,37,7.87601,3.69072,0.305933,4.83815
Jake Woodford,COL,SP,FA,28,,1,1,,0,0,4.78089,1.40001,10,0,1,1,10,7,6.73497,2.71867,0.305743,4.60991
Tony Santillan,CIN,RP,FA,27,,-11.81593575,-14.66203219,,3,0,4.39049,1.34632,58,1,11,12,58,66,10.2395,4.19113,0.29342,4.32255
Tyler Gilbert,CHW,RP,FA,31,,-16.04142211,-19.82589261,,2,0,4.5233,1.32902,54,3,6,9,54,44,7.40303,2.7599,0.294762,4.5014
Peter Strzelecki,PIT,RP,FA,30,,1,1,,1,0,4.47644,1.38362,26,0,1,1,26,23,7.98921,3.59975,0.297078,4.42003
Matt Bowman,BAL,RP,FA,33,,1,1,,1,0,4.52578,1.41694,19,0,1,1,19,16,7.44684,3.65151,0.297589,4.56602
Tanner Gordon,COL,SP,FA,26,,-21.64898818,-26.67875782,,2,1,4.99882,1.38368,33,0,1,1,39,28,6.44199,2.21706,0.304503,4.75175
Brant Hurter,DET,SP,FA,26,,-9.865968522,-12.27902637,,3,0,3.78304,1.19942,60,0,5,5,60,49,7.40728,2.09078,0.290038,3.83757
Devin Sweet,PHI,RP,FA,28,,-14.11420148,-17.47068483,,3,0,4.60726,1.34597,36,0,1,1,36,36,8.94332,3.77657,0.287041,4.5958
Anderson Pilar,ATL,RP,FA,27,,-16.12332793,-19.92598764,,2,0,4.26999,1.34622,50,0,4,4,50,43,7.69938,3.06832,0.299079,4.36824
Kaleb Ort,HOU,RP,FA,33,,-11.22831309,-13.94391334,,3,0,4.24346,1.3289,62,0,13,13,62,64,9.22098,3.70607,0.288586,4.40886
Bryan Baker,BAL,RP,FA,30,,-12.60599136,-15.62753924,,2,0,3.96703,1.30179,46,0,1,1,46,47,9.12198,3.72147,0.290543,3.96059
Robert Stephenson,LAA,RP,FA,32,,1,1,,2,0,3.87277,1.17288,32,0,1,1,32,39,11.1062,2.9098,0.292196,3.6946
Sem Robberse,STL,SP,FA,23,,1,1,,1,0,4.1891,1.31521,21,0,1,1,21,17,7.26769,2.91664,0.289484,4.28775
Zack Thompson,STL,RP,FA,27,,-14.22694117,-17.60846117,,2,0,3.95022,1.34845,40,0,1,1,40,40,9.01463,3.96821,0.291746,4.12201
Albert Abreu,CIN,RP,FA,29,,1,1,,0,0,4.50237,1.4308,10,0,1,1,10,10,9.02205,4.22964,0.300708,4.57354
Ron Marinaccio,SD,RP,FA,29,,-14.71922064,-18.21006351,,2,0,4.21648,1.34044,40,0,1,1,40,40,9.08765,4.30899,0.282192,4.58248
Kyle Nelson,ARI,RP,FA,28,,1,1,,2,0,4.01069,1.32281,35,0,1,1,35,34,8.62598,3.41547,0.294444,4.15673
George Soriano,MIA,RP,FA,25,,-19.4131982,-23.94645522,,2,0,4.47951,1.39245,48,0,1,1,48,45,8.47595,3.9145,0.294236,4.58008
Eduardo Salazar,WSH,SP,FA,26,,-20.3469459,-25.08756476,,2,0,4.47336,1.42801,50,0,4,4,50,37,6.61301,3.62268,0.295735,4.62079
Lou Trivino,SF,RP,FA,33,,-12.9589877,-16.05892718,,4,0,4.3535,1.38225,56,0,10,10,56,53,8.47884,3.7704,0.29489,4.25275
Bradley Blalock,COL,SP,FA,24,,-28.52468201,-35.08137003,,2,1,5.26566,1.49248,29,0,1,1,49,36,6.5718,3.48351,0.301095,5.11375
Troy Taylor,SEA,RP,FA,23,,-10.96130519,-13.61760971,,3,0,3.98956,1.30118,54,0,4,4,54,54,8.99912,3.64266,0.285664,4.27198
Josh Staumont,CIN,RP,FA,31,,1,1,,1,0,4.39222,1.3984,28,0,1,1,28,28,9.01771,4.61202,0.286088,4.32433
Sean Reid-Foley,NYM,RP,FA,29,,-10.76462269,-13.37724898,,1,0,3.8353,1.36545,22,0,1,1,22,25,10.2582,4.77829,0.28923,3.79843
Chris Devenski,NYM,RP,FA,34,,1,1,,1,0,4.60756,1.32428,19,0,1,1,19,18,8.4654,3.16314,0.287591,4.58175
Will Warren,NYY,SP,FA,25,,-14.00126825,-17.33267197,,3,1,4.09174,1.26229,41,0,1,1,55,53,8.63419,2.90168,0.292073,3.95428
Dauri Moreta,PIT,RP,FA,28,,-12.89806054,-15.98446963,,2,0,4.12433,1.29956,37,0,1,1,37,39,9.41092,3.65681,0.290853,4.2014
Kevin Herget,NYM,RP,FA,33,,1,1,,2,0,4.1414,1.26367,34,0,1,1,34,29,7.71393,2.57134,0.287845,4.21184
Grant Anderson,MIL,P,FA,27,,1,1,,1,0,4.34935,1.32238,34,0,1,1,34,34,9.0485,3.48437,0.288695,4.44955
Connor Brogdon,LAA,RP,FA,30,,-15.98277424,-19.75422052,,2,0,4.55345,1.35087,38,0,1,1,38,38,8.9574,3.66687,0.291314,4.51192
Ethan Roberts,CHC,RP,FA,27,,1,1,,1,0,4.18485,1.33003,35,0,1,1,35,35,8.88533,3.61569,0.291307,4.27723
Bryan Shaw,CIN,RP,FA,37,,1,1,,1,0,5.28939,1.56462,17,0,1,1,17,14,7.26065,4.59202,0.301018,5.30457
Thomas Harrington,PIT,SP,FA,23,,1,1,,0,1,4.57865,1.32815,2,0,0,0,9,7,6.93638,2.53277,0.292701,4.60581
Matt Festa,TEX,RP,FA,31,,1,1,,1,0,4.32752,1.31929,16,0,1,1,16,15,8.53013,3.50252,0.28814,4.32257
Hans Crouse,LAA,SP,FA,26,,-11.85475376,-14.7094707,,3,0,4.23925,1.34722,56,0,7,7,56,66,10.5389,4.54008,0.287887,4.22094
Grant Holman,ATH,SP,FA,24,,-13.00323043,-16.1129951,,3,0,4.22786,1.36251,60,0,12,12,60,55,8.30128,3.70614,0.291394,4.33093
Justin Hagenman,NYM,P,FA,28,,1,1,,1,0,4.29865,1.27072,12,0,1,1,12,11,7.96103,2.73666,0.286347,4.33114
Jay Jackson,(N/A),RP,FA,37,,1,1,,1,0,4.40949,1.30037,20,0,0,0,20,20,8.86675,2.94603,0.295162,4.47601
Mason Thompson,WSH,RP,FA,27,,-15.12984502,-18.71187721,,3,0,4.19827,1.36562,42,0,1,1,42,35,7.55673,3.41815,0.296975,4.1813
Gerson Garabito,TEX,SP,FA,29,,1,1,,1,0,4.50081,1.32095,18,0,1,1,18,16,8.0745,3.17297,0.290101,4.48174
