Name,Team,Position,Status,Age,PitchingTeamId,OriginalSalary,AdjustedSalary,AuctionSalary,W,QS,ERA,WHIP,G,SV,HLD,SVH,IP,SO,K/9,BB/9,BABIP,FIP
Connor Thomas,MIL,RP,FA,26,,-11.57581812,-14.36859048,,3,0,3.99194,1.29249,54,0,6,6,54,39,6.48888,2.35978,0.294366,4.11534
Michael Petersen,LAA,RP,FA,30,,-16.38748953,-20.24881289,,2,0,4.52923,1.3605,36,0,1,1,36,33,8.30961,3.66563,0.289053,4.6361
Sean Guenther,DET,RP,FA,29,,-11.50799267,-14.28570271,,3,0,3.89288,1.27037,43,0,1,1,43,34,7.19382,2.47517,0.293758,3.95545
Zach Maxwell,CIN,RP,FA,24,,1,1,,2,0,4.62122,1.45198,33,0,1,1,33,36,9.91781,5.08389,0.291863,4.56506
Hunter Bigge,TB,P,FA,26,,-14.4811082,-17.91907229,,3,0,4.19159,1.39144,55,0,8,8,55,60,9.77415,4.50281,0.292061,4.25749
Craig Yoho,MIL,RP,FA,25,,-8.478782913,-10.58378178,,2,0,3.73068,1.24243,47,0,1,1,47,53,10.1994,3.65689,0.286067,3.87931
Miguel Castro,HOU,RP,FA,30,,-13.49866127,-16.71844865,,3,0,4.28977,1.33641,43,0,1,1,43,40,8.35636,3.63648,0.291218,4.29031
Quinn Mathews,STL,SP,FA,24,,-12.98769063,-16.0940043,,5,8,3.97585,1.29375,28,0,1,1,99,93,8.47029,3.31357,0.288601,4.09673
Wade Miley,CIN,SP,FA,38,,-24.32005474,-29.94300097,,3,4,4.92929,1.4597,10,0,0,0,52,34,5.97154,3.18575,0.300279,4.93209
Jose Quijada,LAA,RP,FA,29,,-9.108014812,-11.35275023,,8,12,4.30568,1.39977,24,0,0,0,131,108,7.3663,3.52164,0.295678,4.43334
Chris Murphy,BOS,SP,FA,26,,1,1,,0,0,4.47867,1.41428,8,0,1,1,8,7,7.7621,3.72366,0.300347,4.416
Davis Daniel,ATL,SP,FA,27,,1,1,,1,0,4.093,1.25437,15,0,1,1,15,13,7.84482,2.3624,0.294716,4.04713
Jairo Iriarte,CHW,SP,FA,23,,-29.16161592,-35.85975091,,3,3,4.96548,1.47805,30,0,1,1,66,56,7.69398,4.31194,0.293365,5.06416
Alan Rangel,PHI,SP,FA,27,,1,1,,2,0,4.71793,1.33086,32,0,1,1,32,27,7.59116,3.01067,0.285801,4.67974
Brad Keller,CHC,SP,FA,29,,1,1,,1,0,4.4151,1.42264,19,0,1,1,19,15,7.22572,3.66234,0.296974,4.48321
Gus Varland,CHW,SP,FA,28,,-13.82185216,-17.1134121,,3,0,4.41845,1.39476,64,8,11,19,64,59,8.24802,3.61901,0.29824,4.42663
Daysbel Hernandez,ATL,P,FA,28,,-5.48361398,-6.923461292,,4,0,3.77797,1.33059,58,0,11,11,58,68,10.6243,4.34047,0.297468,3.89869
Quinn Priester,BOS,SP,FA,24,,1,1,,2,0,4.08713,1.31954,30,0,1,1,30,25,7.63884,2.81965,0.304383,3.91064
Nick Nastrini,CHW,SP,FA,25,,-37.61833173,-46.19449023,,3,4,5.33472,1.53994,23,0,1,1,75,65,7.78805,4.91247,0.287657,5.38206
Tommy Henry,ARI,SP,FA,27,,1,1,,1,0,4.10927,1.34584,24,0,1,1,24,21,7.82051,3.29416,0.294534,4.25232
Ethan Small,SF,RP,FA,28,,1,1,,1,0,4.02622,1.36529,13,0,1,1,13,12,8.39279,3.81573,0.291449,4.15749
Shane Smith,CHW,RP,FA,24,,-14.36891696,-17.7819662,,2,0,4.34832,1.32528,58,0,10,10,58,54,8.4524,3.2782,0.293676,4.35348
Clayton Beeter,NYY,SP,FA,26,,-12.08546999,-14.9914232,,1,0,4.03966,1.29051,28,0,1,1,28,31,9.94719,3.92947,0.281737,4.15652
Dylan Dodd,ATL,SP,FA,26,,1,1,,2,0,4.2683,1.31101,33,0,1,1,33,26,7.12632,2.39731,0.297073,4.26701
Jack O'Loughlin,COL,SP,FA,24,,1,1,,0,0,4.86104,1.47189,8,0,1,1,8,6,6.85794,3.47591,0.303886,4.8173
Brusdar Graterol,LAD,RP,FA,26,,1,1,,1,0,3.34555,1.18941,22,0,1,1,22,19,7.62625,2.43325,0.293001,3.4506
Diego Castillo,COL,RP,FA,31,,1,1,,1,0,5.07467,1.54683,34,0,1,1,34,28,7.35956,4.25425,0.312587,4.92775
Yerry De Los Santos,NYY,RP,FA,27,,1,1,,1,0,4.24154,1.34744,24,0,1,1,24,19,7.25513,3.2148,0.290646,4.39684
Cole Sulser,TB,RP,FA,34,,1,1,,2,0,4.31129,1.37899,28,0,1,1,28,26,8.42604,3.81842,0.291934,4.38016
Colin Selby,BAL,SP,FA,27,,-14.8057156,-18.31576681,,2,0,3.95915,1.36855,51,0,1,1,51,53,9.41581,4.19053,0.297475,4.03159
Joe Jacques,LAD,SP,FA,29,,1,1,,0,0,4.44364,1.40113,10,0,1,1,10,8,6.87438,3.40083,0.296961,4.6559
Mason Barnett,ATH,SP,FA,24,,1,1,,0,1,4.46959,1.35585,2,0,0,0,9,8,7.85424,3.53483,0.286569,4.59953
Brandon Young,BAL,SP,FA,26,,1,1,,1,0,4.00034,1.25896,22,0,1,1,22,21,8.43556,2.66869,0.293432,4.01943
Trevor Gott,SEA,RP,FA,32,,1,1,,0,0,4.0426,1.27296,10,0,1,1,10,9,8.39092,3.04081,0.290362,3.99867
Ty Madden,DET,SP,FA,25,,1,1,,1,0,4.07222,1.28556,32,0,1,1,32,30,8.3023,3.11447,0.287477,4.07666
Fraser Ellard,CHW,RP,FA,27,,-14.70610461,-18.19403474,,3,0,4.28427,1.42331,62,6,10,16,62,61,8.78892,4.47991,0.295496,4.42489
Jimmy Herget,COL,RP,FA,31,,-20.03287611,-24.70374798,,3,0,4.78916,1.38511,48,0,1,1,48,41,7.76252,2.83991,0.305727,4.60961
Alek Jacob,SD,SP,FA,26,,-14.69236943,-18.17724932,,2,0,4.17207,1.31216,48,0,1,1,48,44,8.24905,3.43636,0.284386,4.41183
Daniel Robert,TEX,RP,FA,30,,1,1,,2,0,4.4626,1.34514,33,0,1,1,33,33,8.86537,3.79609,0.28976,4.35528
Jackson Kowar,SEA,RP,FA,28,,1,1,,2,0,4.32968,1.39437,35,0,1,1,35,34,8.86337,4.06488,0.293837,4.3614
Ronny Henriquez,MIA,SP,FA,24,,-15.08367588,-18.65545507,,2,0,4.17232,1.34978,53,0,6,6,53,45,7.60413,3.14938,0.297794,4.19701
Drey Jameson,ARI,SP,FA,27,,-10.43018416,-12.96854008,,3,0,3.79673,1.28402,50,0,4,4,50,46,8.28501,2.93417,0.299693,3.87475
Cody Bolton,SEA,SP,FA,26,,-15.5438165,-19.21778133,,2,0,4.07676,1.35487,41,0,1,1,41,39,8.50158,3.85524,0.287976,4.27633
Easton Lucas,TOR,SP,FA,28,,1,1,,1,0,4.30716,1.37898,35,0,1,1,35,31,7.92573,3.72108,0.287999,4.4695
Luis Guerrero,BOS,SP,FA,24,,-18.90468215,-23.32501056,,2,0,4.47116,1.41658,42,0,1,1,42,42,9.07125,4.48037,0.295425,4.50257
Alex Young,CIN,RP,FA,31,,1,1,,1,0,4.62633,1.41421,22,0,1,1,22,19,7.94118,3.41129,0.302571,4.58649
Chase Shugart,PIT,RP,FA,28,,1,1,,1,0,4.52398,1.41122,19,0,1,1,19,15,7.00805,3.34699,0.29885,4.53128
J.B. Wendelken,SD,RP,FA,31,,1,1,,1,0,4.14842,1.35435,19,0,1,1,19,17,8.12387,3.71316,0.290674,4.39234
Brooks Raley,(N/A),RP,FA,36,,1,1,,1,0,3.93987,1.31073,26,0,0,0,26,26,9.05341,3.69321,0.292644,4.08857
Nate Lavender,TB,RP,FA,25,,1,1,,1,0,3.96718,1.32731,22,0,1,1,22,24,10.0098,4.3238,0.287888,4.02718
Steven Cruz,KC,RP,FA,25,,-17.8219423,-22.00182148,,2,0,4.34594,1.42631,44,0,1,1,44,42,8.50672,4.37503,0.296969,4.38661
Adam Cimber,(N/A),RP,FA,34,,1,1,,1,0,4.72632,1.36882,28,0,0,0,28,20,6.31721,3.01575,0.295757,4.74741
Logan Evans,SEA,SP,FA,23,,1,1,,1,1,4.35589,1.35091,10,0,1,1,16,13,7.07082,3.24874,0.287287,4.54956
Max Kranick,NYM,RP,FA,27,,-15.85035089,-19.59238928,,2,0,4.31608,1.3203,44,0,1,1,44,37,7.51034,3.06813,0.2861,4.38527
Austin Warren,NYM,RP,FA,29,,1,1,,0,0,4.35764,1.3531,10,0,1,1,10,9,7.67559,3.56862,0.287389,4.47328
Walter Pennington,TEX,RP,FA,26,,-14.36634492,-17.77882298,,3,0,4.11932,1.36739,42,0,1,1,42,38,8.248,3.75154,0.296002,4.12784
Eric Orze,TB,RP,FA,27,,-13.78081588,-17.06326269,,3,0,4.13922,1.35418,44,0,1,1,44,45,9.21061,4.01287,0.292001,4.23625
Matt Barnes,(N/A),RP,FA,34,,1,1,,1,0,4.63872,1.4153,28,0,0,0,28,25,7.97383,3.8693,0.295584,4.46856
Hagen Danner,SEA,RP,FA,26,,1,1,,1,0,3.78041,1.25253,28,0,1,1,28,28,9.0481,3.1262,0.286022,3.97532
Prelander Berroa,CHW,RP,FA,24,,-19.67171003,-24.26237601,,2,0,4.41832,1.4683,48,3,1,4,48,51,9.60758,5.09827,0.291414,4.58678
Drue Hackenberg,ATL,SP,FA,22,,1,1,,0,1,4.54519,1.45878,2,0,0,0,8,7,7.64526,4.12013,0.299948,4.56431
Daniel Palencia,CHC,RP,FA,25,,-11.50278365,-14.2793369,,2,0,3.89334,1.32325,38,0,1,1,38,43,10.1123,4.36012,0.289482,3.97838
Robby Snelling,MIA,SP,FA,21,,1,1,,1,2,4.68386,1.45741,5,0,0,0,25,18,6.6308,3.53278,0.298085,4.72716
Luis Frias,CLE,RP,FA,26,,-15.49649742,-19.15995388,,2,0,4.25045,1.39316,34,0,1,1,34,34,9.01626,4.1265,0.29758,4.13151
Nick Robertson,TOR,SP,FA,26,,-14.27426025,-17.66628862,,2,0,4.04087,1.32256,42,0,1,1,42,40,8.59951,3.38589,0.291961,4.09607
Ryan Zeferjahn,LAA,P,FA,27,,-16.85213928,-20.81664964,,3,0,4.6239,1.4078,61,1,12,13,61,61,8.95684,4.40267,0.288551,4.68544
Anthony Molina,COL,RP,FA,23,,1,1,,1,0,4.88828,1.42173,33,0,1,1,33,23,6.26691,2.76753,0.304728,4.53044
Scott Blewett,MIN,RP,FA,28,,1,1,,1,0,4.49724,1.39382,24,0,1,1,24,19,7.03092,3.18228,0.297055,4.52907
Michael Arias,NYY,RP,FA,23,,1,1,,0,0,5.00506,1.55217,10,0,1,1,10,9,8.38721,5.36944,0.286817,5.20693
Luis Peralta,COL,SP,FA,24,,-22.65854562,-27.91251253,,3,0,4.86208,1.51332,61,2,12,14,61,60,8.91535,4.85414,0.302174,4.91004
Chayce McDermott,BAL,SP,FA,26,,-15.46257223,-19.11849475,,2,1,4.11714,1.35237,31,0,1,1,45,48,9.63637,4.25411,0.288496,4.22251
Max Lazar,PHI,RP,FA,25,,-13.66429479,-16.92086521,,3,0,4.27847,1.30029,50,0,4,4,50,41,7.36141,2.74339,0.290385,4.23575
Dietrich Enns,DET,SP,FA,33,,1,1,,1,0,3.8364,1.27362,15,0,1,1,15,15,8.86608,3.2751,0.285757,4.05127
JT Brubaker,NYY,SP,FA,31,,-15.27389087,-18.88791202,,3,1,4.41948,1.29285,44,0,1,1,50,48,8.60036,2.84881,0.292189,4.43002
Jonathan Loaisiga,NYY,RP,FA,30,,-4.823952992,-6.117306219,,4,0,3.44523,1.20771,40,0,1,1,40,34,7.67874,2.51278,0.290756,3.51747
Lucas Gilbreath,COL,RP,FA,29,,-23.21446076,-28.59188242,,2,0,4.7292,1.48531,50,0,4,4,50,46,8.29608,4.62022,0.301248,4.59467
Luis Contreras,HOU,SP,FA,28,,-15.81819707,-19.55309492,,2,0,4.32457,1.34013,44,0,1,1,44,43,8.74863,3.79168,0.287945,4.40571
Jacob Lopez,ATH,SP,FA,26,,-13.30877849,-16.48639769,,2,0,4.06841,1.32849,41,0,1,1,41,40,8.72425,3.76876,0.287471,4.31111
Erik Sabrowski,CLE,P,FA,27,,-5.479289124,-6.918175995,,4,0,3.72582,1.35991,50,0,4,4,50,58,10.3756,4.61131,0.292025,3.96235
Andrew Morris,MIN,SP,FA,23,,1,1,,0,0,4.14676,1.29225,8,0,1,1,8,6,7.10702,2.42854,0.295519,4.12809
Colten Brewer,NYY,RP,FA,32,,1,1,,1,0,4.50495,1.3587,22,0,1,1,22,20,8.35605,3.65903,0.287619,4.39668
Graham Ashcraft,CIN,SP,FA,27,,-15.30464115,-18.92549116,,3,0,4.41096,1.32194,53,0,4,4,53,44,7.46318,2.65403,0.301715,4.16362
Will Klein,SEA,RP,FA,25,,1,1,,1,0,4.26624,1.45381,22,0,1,1,22,22,9.11317,4.97921,0.288453,4.4403
Amos Willingham,ATL,RP,FA,26,,-17.94934074,-22.1575119,,3,0,4.48833,1.40415,44,0,1,1,44,38,7.69307,3.3871,0.297996,4.52902
Brent Headrick,NYY,SP,FA,27,,1,1,,2,0,4.15174,1.27594,34,0,1,1,34,34,9.00938,2.94939,0.290585,4.25372
Yosver Zulueta,CIN,SP,FA,27,,-19.27547225,-23.77814381,,2,0,4.49483,1.4309,46,0,1,1,46,46,8.96882,4.37753,0.301684,4.45621
Sawyer Gipson-Long,DET,SP,FA,27,,-10.41217619,-12.946533,,2,1,3.9784,1.22633,30,0,1,1,37,34,8.23764,2.47662,0.289837,3.93862
Bailey Horn,STL,RP,FA,27,,1,1,,1,0,4.40401,1.45957,22,0,1,1,22,20,8.00913,4.47771,0.290528,4.67262
Noah Cameron,KC,SP,FA,25,,1,1,,1,0,3.98713,1.25946,21,0,1,1,21,19,8.13201,2.57707,0.294046,3.96051
Tyler Matzek,NYY,RP,FA,34,,-16.08378288,-19.87766064,,2,0,4.16518,1.40448,46,0,4,4,46,44,8.565,4.31679,0.290401,4.4244
Kolby Allard,CLE,SP,FA,27,,1,1,,1,0,4.5068,1.32985,19,0,1,1,19,16,7.71495,2.74009,0.293899,4.48907
Carlos Vargas,SEA,SP,FA,25,,-13.71798437,-16.98647788,,3,0,4.00331,1.37889,56,0,7,7,56,47,7.57962,3.65522,0.293668,4.28216
Cade Povich,BAL,SP,FA,24,,-16.40323645,-20.26805679,,6,7,4.24203,1.33532,27,0,1,1,88,81,8.28017,3.40489,0.290661,4.32556
Nick Hernandez,HOU,P,FA,30,,-12.71713825,-15.76336906,,3,0,4.35888,1.29247,52,0,4,4,52,52,9.07499,3.53114,0.280563,4.45791
Casey Legumina,SEA,SP,FA,27,,1,1,,2,0,4.60668,1.36887,34,0,1,1,34,29,7.73094,3.22243,0.293561,4.55738
Marc Church,TEX,SP,FA,23,,-15.99784592,-19.77263924,,3,0,4.41802,1.3501,60,0,5,5,60,60,8.98951,3.71528,0.291058,4.34336
Blake Walston,ARI,SP,FA,23,,1,1,,2,0,4.17225,1.38624,32,0,1,1,32,27,7.55265,3.58067,0.295648,4.33544
Connor Gillispie,MIA,RP,FA,27,,1,1,,2,0,4.59643,1.38489,41,0,1,1,41,34,7.47277,3.39728,0.29069,4.74466
Daniel Bard,(N/A),RP,FA,39,,1,1,,2,0,4.75836,1.50717,34,0,0,0,34,32,8.5453,5.17825,0.293989,4.97078
Joey Lucchesi,SF,SP,FA,31,,1,1,,0,0,4.22888,1.41189,8,0,1,1,8,6,6.38814,3.26347,0.298474,4.35597
Yoendrys Gomez,NYY,SP,FA,25,,-17.03866287,-21.04459541,,2,0,4.48921,1.34105,44,0,1,1,44,42,8.69133,3.76527,0.282433,4.57596
Edgardo Henriquez,LAD,RP,FA,22,,-16.57323461,-20.47580727,,1,0,4.41533,1.36936,33,0,1,1,33,35,9.5492,4.38095,0.286415,4.50645
Lake Bachar,MIA,SP,FA,29,,-16.6427229,-20.56072715,,3,0,4.50981,1.3914,58,1,10,11,58,53,8.18773,3.55684,0.294839,4.55772
Thaddeus Ward,BAL,SP,FA,28,,1,1,,1,0,4.81385,1.52763,16,0,1,1,16,13,7.24036,4.69357,0.295913,5.03338
Randy Dobnak,MIN,SP,FA,30,,1,1,,1,0,4.22663,1.39741,10,0,1,1,10,8,7.26643,3.27848,0.303708,4.23907
Huascar Ynoa,MIN,SP,FA,26,,-12.58059217,-15.59649953,,2,0,4.11534,1.30719,36,0,1,1,36,36,8.95069,3.33345,0.296424,3.96399
Brett de Geus,MIA,RP,FA,27,,-23.11736614,-28.47322553,,2,0,4.78103,1.48644,39,0,1,1,39,27,6.23107,3.56772,0.305457,4.56486
Brandon Eisert,CHW,P,FA,27,,1,1,,1,0,4.05352,1.31968,28,0,1,1,28,26,8.27765,3.26558,0.29348,4.12758
Jack Neely,CHC,SP,FA,24,,1,1,,0,0,4.1038,1.2805,10,0,1,1,10,10,9.42491,3.53848,0.285,4.07934
Owen White,CHW,SP,FA,25,,1,1,,0,0,5.15999,1.46014,12,0,1,1,12,9,6.6678,3.50827,0.295771,5.0224
Carson Ragsdale,SF,SP,FA,26,,1,1,,1,0,4.05995,1.31314,28,0,1,1,28,28,9.06201,3.3653,0.29476,4.05034
Mason Montgomery,TB,SP,FA,24,,-8.680037986,-10.82973054,,3,0,4.04288,1.29649,60,1,12,13,60,58,8.75173,3.32355,0.289331,4.16556
Zach Penrod,BOS,SP,FA,27,,1,1,,1,0,4.27034,1.40309,18,0,1,1,18,19,9.33464,4.29802,0.299133,4.29199
Justin Sterner,ATH,RP,FA,28,,-15.36123137,-18.99464864,,2,0,4.34382,1.33553,44,0,1,1,44,41,8.47661,3.54695,0.28553,4.5563
Andrew Walters,CLE,RP,FA,24,,-10.27197039,-12.77519103,,3,0,3.98228,1.31075,56,0,8,8,56,62,9.89225,4.18143,0.288004,4.10224
Mike Vasil,TB,SP,FA,24,,-15.63836107,-19.33332187,,3,0,4.29469,1.31948,48,0,1,1,48,38,7.1271,2.77697,0.292503,4.37822
Tyler Zuber,NYM,RP,FA,29,,1,1,,2,0,4.83022,1.43265,33,0,1,1,33,31,8.48185,4.31818,0.286797,4.82184
Kyle Bradish,BAL,SP,FA,28,,1,1,,1,1,3.29004,1.15743,12,0,1,1,19,20,9.50286,2.66349,0.29204,3.36132
Carson Seymour,SF,SP,FA,26,,1,1,,1,0,4.00162,1.33572,24,0,1,1,24,19,7.28092,2.91937,0.29893,4.04379
Elvis Alvarado,ATH,RP,FA,26,,1,1,,2,0,4.52888,1.44052,28,0,1,1,28,26,8.37772,4.46583,0.287873,4.7311
Jackson Rutledge,WSH,SP,FA,25,,1,1,,1,1,4.68855,1.41174,26,0,1,1,32,26,7.32275,3.73657,0.289855,4.75576
Riley O'Brien,STL,SP,FA,30,,-13.66959396,-16.92734119,,3,0,4.09493,1.3994,53,0,7,7,53,53,9.00739,4.47441,0.294522,4.28591
Hurston Waldrep,ATL,SP,FA,23,,1,1,,2,1,4.45813,1.44115,15,0,1,1,29,26,8.17437,4.0322,0.297971,4.47781
Caleb Kilian,CHC,SP,FA,27,,1,1,,1,1,4.38117,1.3672,24,0,1,1,31,23,6.93026,3.13742,0.294904,4.35073
Zach Brzykcy,WSH,RP,FA,25,,-19.14197758,-23.61500333,,2,0,4.41513,1.39184,48,0,1,1,48,48,8.90912,4.23722,0.289357,4.52696
Orlando Ribalta,WSH,RP,FA,27,,1,1,,1,0,4.81716,1.47986,28,0,1,1,28,25,8.1287,4.63437,0.288921,4.83698
Jordan Wicks,CHC,SP,FA,25,,-13.551983,-16.78361179,,3,2,4.14466,1.30342,21,0,1,1,46,41,8.00223,3.03835,0.289495,4.2199
Jacob Waguespack,TB,RP,FA,31,,-14.28933193,-17.68470735,,3,1,4.14614,1.34449,43,0,1,1,50,48,8.74604,3.48514,0.297888,4.17247
Bennett Sousa,HOU,RP,FA,29,,-12.47417448,-15.46644916,,3,0,3.98186,1.32576,48,0,1,1,48,48,8.99188,3.68559,0.289256,4.17717
Ben Casparius,LAD,SP,FA,26,,1,1,,2,0,4.6783,1.39178,38,0,1,1,38,37,8.66865,4.04635,0.285542,4.74328
Jonathan Bowlan,KC,SP,FA,28,,-17.93850034,-22.14426411,,2,0,4.46544,1.36551,40,0,1,1,40,31,7.04491,2.90996,0.297292,4.45606
Mason Black,SF,SP,FA,25,,-15.1432389,-18.72824554,,3,1,4.26796,1.3247,37,0,1,1,50,44,7.9859,3.09946,0.292683,4.28871
Forrest Whitley,HOU,SP,FA,27,,-9.109091126,-11.35406557,,3,0,3.93865,1.32439,59,0,11,11,59,62,9.44558,3.94627,0.291538,3.98494
Trevor McDonald,SF,P,FA,24,,-14.44591139,-17.87605916,,2,0,4.12517,1.34089,38,0,1,1,38,30,6.98931,2.96711,0.296337,4.21493
Tejay Antone,CIN,RP,FA,31,,1,1,,0,0,4.80547,1.41434,8,0,1,1,8,7,8.40207,3.85802,0.298765,4.72626
Gordon Graceffo,STL,RP,FA,24,,-17.99605335,-22.2145982,,2,1,4.36883,1.33861,40,0,1,1,47,33,6.44758,2.81739,0.289094,4.50857
Gavin Hollowell,CHC,RP,FA,27,,1,1,,0,0,4.28351,1.33519,6,0,1,1,6,6,9.01984,3.85585,0.289257,4.32658
Ryan Loutos,STL,RP,FA,26,,-17.69552161,-21.84732593,,2,0,4.19985,1.39419,48,0,1,1,48,39,7.3632,3.57858,0.295559,4.2708
Eiberson Castellano,MIN,SP,FA,23,,-16.04209862,-19.82671936,,2,0,4.34256,1.3413,42,0,1,1,42,40,8.58252,3.34183,0.29726,4.35015
Sean Reynolds,SD,RP,FA,26,,-17.52990664,-21.64493205,,2,0,4.30938,1.42999,53,1,6,7,53,52,8.88145,4.68014,0.288046,4.51562
Carson Whisenhunt,SF,SP,FA,24,,-12.67700169,-15.71431918,,2,1,3.95871,1.31519,24,0,1,1,37,36,8.7524,3.4201,0.292653,4.00706
Cristian Mena,ARI,RP,FA,22,,1,1,,1,1,4.1422,1.36151,14,0,1,1,21,18,8.07535,3.50964,0.295958,4.26082
John McMillon,PHI,RP,FA,27,,1,1,,2,0,4.40034,1.44289,21,0,1,1,21,24,10.1125,5.23001,0.287605,4.48318
Michael Mercado,PHI,SP,FA,25,,-21.11254958,-26.02318973,,2,0,4.97263,1.42535,40,0,1,1,40,35,7.93913,3.93367,0.286969,5.02051
Anthony Veneziano,MIA,P,FA,27,,-15.3463304,-18.97643854,,3,0,4.30832,1.39002,56,0,9,9,56,46,7.41158,3.29147,0.299207,4.45107
Victor Mederos,LAA,SP,FA,23,,1,1,,1,0,4.95246,1.48278,26,0,1,1,26,20,6.96587,3.99215,0.294879,5.04256
Seth Johnson,PHI,SP,FA,26,,1,1,,1,0,5.14228,1.51011,24,0,1,1,24,19,7.23647,4.19905,0.291701,5.13677
Drew Smith,NYM,RP,FA,31,,1,1,,1,0,4.26132,1.31842,14,0,1,1,14,14,9.31412,3.77325,0.282296,4.56153
Josiah Gray,WSH,SP,FA,27,,1,1,,1,1,4.76615,1.35373,10,0,1,1,17,15,8.23036,3.56583,0.281407,4.93177
Chase Petty,CIN,SP,FA,21,,1,1,,1,1,4.9492,1.43218,18,0,1,1,32,24,6.87326,3.37195,0.2954,4.88368
Lyon Richardson,CIN,SP,FA,25,,1,1,,0,0,4.81947,1.45808,12,0,1,1,12,11,8.48469,4.29408,0.298023,4.7924
Jake Eder,CHW,SP,FA,26,,1,1,,1,0,4.71136,1.46375,17,0,1,1,17,15,7.87519,4.22285,0.29472,4.8501
Evan Justice,COL,SP,FA,26,,-31.6298751,-38.87614827,,2,0,5.35377,1.67715,46,0,1,1,46,44,8.6355,6.07646,0.306293,5.36283
Connor Phillips,CIN,SP,FA,23,,1,1,,1,0,4.72821,1.43685,21,0,1,1,21,22,9.29248,4.39179,0.297608,4.60532
Logan Henderson,MIL,SP,FA,23,,1,1,,1,0,4.09002,1.19804,10,0,1,1,10,10,9.3759,2.65055,0.281106,4.15164
Richard Fitts,BOS,RP,FA,25,,-18.5464923,-22.88727577,,3,1,4.49301,1.33047,39,0,1,1,53,40,6.78492,2.4773,0.297265,4.40748
Tyler Phillips,PHI,SP,FA,27,,-19.12188099,-23.59044379,,2,0,4.50839,1.37271,43,0,1,1,43,32,6.67918,2.88217,0.29589,4.51511
Mick Abel,PHI,SP,FA,23,,1,1,,1,0,4.76008,1.46334,22,0,1,1,22,20,8.01453,4.48429,0.289312,4.85164
Dane Acker,TEX,RP,FA,25,,1,1,,0,1,5.11418,1.45875,2,0,0,0,8,7,7.28414,3.94821,0.287543,5.16322
Mason Adams,CHW,SP,FA,25,,1,1,,1,2,4.76415,1.37587,5,0,0,0,27,19,6.30003,2.63629,0.2978,4.7792
Travis Adams,MIN,SP,FA,25,,1,1,,1,1,4.50164,1.37006,17,0,1,1,24,18,6.77155,2.85948,0.296971,4.45288
Zach Agnos,COL,RP,FA,24,,1,1,,2,0,4.81253,1.38684,26,0,1,1,26,22,7.78093,3.1382,0.299158,4.74874
Franco Aleman,CLE,RP,FA,24,,1,1,,2,0,3.93751,1.28487,31,0,1,1,31,32,9.21648,3.30796,0.294271,4.00705
Logan Allen,(N/A),RP,FA,27,,1,1,,2,3,4.32607,1.37991,6,0,0,0,34,29,7.76713,3.43111,0.293331,4.52584
Dan Altavilla,CHW,RP,FA,32,,1,1,,1,0,4.7341,1.473,24,0,1,1,24,23,8.50767,4.11751,0.300437,4.82466
Jose Alvarado,TEX,SP,FA,19,,0.604579121,0.516766106,,4,0,3.31416,1.25836,60,3,10,13,60,69,10.4142,4.01794,0.293422,3.35961
Kyle Amendt,ARI,RP,FA,24,,1,1,,2,0,3.82117,1.37405,21,0,1,1,21,24,10.2149,4.60261,0.293854,3.98231
Nick Anderson,STL,RP,FA,34,,-14.81553659,-18.3277688,,3,0,4.23343,1.34547,44,0,1,1,44,39,7.93116,3.32527,0.292318,4.34461
Luinder Avila,KC,SP,FA,23,,1,1,,1,0,4.77259,1.47862,12,0,1,1,12,9,6.54966,3.95658,0.297303,4.74434
Sam Bachman,LAA,SP,FA,25,,-21.9000603,-26.98558673,,2,0,4.61193,1.45241,44,0,1,1,44,36,7.26395,3.94262,0.296675,4.71171
Jordan Balazovic,DET,RP,FA,26,,1,1,,1,0,4.0658,1.35158,10,0,1,1,10,9,8.15518,3.65463,0.292525,4.06395
Angel Bastardo,TOR,SP,FA,22,,1,1,,1,0,4.28161,1.36206,17,0,1,1,17,15,7.99305,3.73312,0.286672,4.48807
